case_id,resource,activity,start_time,end_time
609,Clerk-000004,Cancel application,2023-04-04T10:07:41.849,2023-04-04T10:12:41.849
610,Loan Officer-000001,Assess loan risk,2023-04-04T10:06:15.374,2023-04-04T10:26:15.374
612,Appraiser-000002,Appraise property,2023-04-04T10:01:35.104,2023-04-04T10:27:02.917
608,Senior Officer-000002,Approve loan offer,2023-04-04T10:11:38.650,2023-04-04T10:31:38.650
613,Clerk-000008,Check application form completeness,2023-04-04T10:30:00.000,2023-04-04T10:32:19.833
612,AML Investigator-000002,AML check,2023-04-04T10:01:35.104,2023-04-04T10:33:06.200
611,Clerk-000001,Check credit history,2023-04-04T09:35:17.774,2023-04-04T10:34:39.650
608,Clerk-000003,Cancel application,2023-04-04T10:31:38.650,2023-04-04T10:36:38.650
610,Loan Officer-000002,Design loan offer,2023-04-04T10:26:15.374,2023-04-04T10:38:13.486
612,Clerk-000006,Check credit history,2023-04-04T10:01:35.104,2023-04-04T10:41:57.128
613,Clerk-000002,Check credit history,2023-04-04T10:32:19.833,2023-04-04T10:44:38.936
611,Loan Officer-000004,Assess loan risk,2023-04-04T10:34:39.650,2023-04-04T10:54:39.650
613,AML Investigator-000001,AML check,2023-04-04T10:32:19.833,2023-04-04T10:57:08.249
610,Senior Officer-000001,Approve loan offer,2023-04-04T10:38:13.486,2023-04-04T10:58:13.486
612,Loan Officer-000003,Assess loan risk,2023-04-04T10:41:57.128,2023-04-04T11:01:57.128
612,Loan Officer-000002,Design loan offer,2023-04-04T11:01:57.128,2023-04-04T11:02:57.964
610,Clerk-000005,Approve application,2023-04-04T10:58:13.486,2023-04-04T11:03:13.486
611,Loan Officer-000001,Design loan offer,2023-04-04T10:54:39.650,2023-04-04T11:08:28.478
612,Senior Officer-000002,Approve loan offer,2023-04-04T11:02:57.964,2023-04-04T11:22:57.964
612,Clerk-000004,Cancel application,2023-04-04T11:22:57.964,2023-04-04T11:27:57.964
611,Senior Officer-000001,Approve loan offer,2023-04-04T11:08:28.478,2023-04-04T11:28:28.478
611,Clerk-000008,Cancel application,2023-04-04T11:28:28.478,2023-04-04T11:33:28.478
614,Clerk-000007,Check application form completeness,2023-04-04T11:00:00.000,2023-04-04T11:37:55.685
613,Appraiser-000001,Appraise property,2023-04-04T10:32:19.833,2023-04-04T11:38:11.592
614,Clerk-000003,Return application back to applicant,2023-04-04T11:37:55.685,2023-04-04T11:42:55.685
613,Loan Officer-000004,Assess loan risk,2023-04-04T11:38:11.592,2023-04-04T11:58:11.592
613,Loan Officer-000003,Design loan offer,2023-04-04T11:58:11.592,2023-04-04T12:13:52.568
615,Clerk-000001,Check application form completeness,2023-04-04T11:30:00.000,2023-04-04T12:33:14.604
615,Appraiser-000002,Appraise property,2023-04-04T12:33:14.604,2023-04-04T12:33:44.073
613,Senior Officer-000002,Approve loan offer,2023-04-04T12:13:52.568,2023-04-04T12:33:52.568
613,Clerk-000004,Approve application,2023-04-04T12:33:52.568,2023-04-04T12:38:52.568
614,Applicant-000001,Applicant completes form,2023-04-04T11:42:55.685,2023-04-04T12:42:55.685
614,Clerk-000008,Check application form completeness,2023-04-04T12:42:55.685,2023-04-04T12:46:39.534
614,Appraiser-000001,Appraise property,2023-04-04T12:46:39.534,2023-04-04T12:53:42.446
615,Clerk-000005,Check credit history,2023-04-04T12:33:14.604,2023-04-04T13:01:49.536
617,Clerk-000002,Check application form completeness,2023-04-04T12:30:00.000,2023-04-04T13:02:00.814
617,Clerk-000001,Check credit history,2023-04-04T13:02:00.814,2023-04-04T13:04:12.298
618,Clerk-000003,Check application form completeness,2023-04-04T13:00:00.000,2023-04-04T13:09:03.034
618,Clerk-000004,Check credit history,2023-04-04T13:09:03.034,2023-04-04T13:15:52.202
618,Appraiser-000001,Appraise property,2023-04-04T13:09:03.034,2023-04-04T13:34:15.760
617,Appraiser-000002,Appraise property,2023-04-04T13:02:00.814,2023-04-04T13:35:27.565
616,Clerk-000006,Check application form completeness,2023-04-04T12:00:00.000,2023-04-04T13:39:12.792
614,Clerk-000007,Check credit history,2023-04-04T12:46:39.534,2023-04-04T13:42:35.517
616,Clerk-000005,Check credit history,2023-04-04T13:39:12.792,2023-04-04T13:42:58.153
614,AML Investigator-000001,AML check,2023-04-04T12:46:39.534,2023-04-04T13:44:55.930
619,Clerk-000008,Check application form completeness,2023-04-04T13:30:00.000,2023-04-04T13:53:43.286
614,Loan Officer-000002,Assess loan risk,2023-04-04T13:44:55.930,2023-04-04T14:04:55.930
614,Loan Officer-000001,Design loan offer,2023-04-04T14:04:55.930,2023-04-04T14:05:10.638
620,Clerk-000001,Check application form completeness,2023-04-04T14:00:00.000,2023-04-04T14:20:18.650
614,Senior Officer-000001,Approve loan offer,2023-04-04T14:05:10.638,2023-04-04T14:25:10.638
614,Clerk-000004,Cancel application,2023-04-04T14:25:10.638,2023-04-04T14:30:10.638
619,Appraiser-000002,Appraise property,2023-04-04T13:53:43.286,2023-04-04T14:40:31.719
616,Appraiser-000001,Appraise property,2023-04-04T13:39:12.792,2023-04-04T14:44:12.575
621,Clerk-000006,Check application form completeness,2023-04-04T14:30:00.000,2023-04-04T14:50:39.265
620,Appraiser-000002,Appraise property,2023-04-04T14:40:31.719,2023-04-04T14:54:20.174
621,Appraiser-000001,Appraise property,2023-04-04T14:50:39.265,2023-04-04T14:54:54.178
622,Clerk-000005,Check application form completeness,2023-04-04T15:00:00.000,2023-04-05T07:00:37.309
622,Clerk-000008,Check credit history,2023-04-05T07:00:37.309,2023-04-05T07:01:26.430
621,Clerk-000007,Check credit history,2023-04-04T14:50:39.265,2023-04-05T07:07:52.746
615,AML Investigator-000002,AML check,2023-04-04T12:33:14.604,2023-04-05T07:12:56.158
622,Appraiser-000002,Appraise property,2023-04-05T07:00:37.309,2023-04-05T07:15:48.769
615,Loan Officer-000004,Assess loan risk,2023-04-05T07:12:56.158,2023-04-05T07:32:56.158
615,Clerk-000004,Reject application,2023-04-05T07:32:56.158,2023-04-05T07:42:56.158
616,AML Investigator-000001,AML check,2023-04-04T13:44:55.930,2023-04-05T07:53:56.667
617,AML Investigator-000002,AML check,2023-04-05T07:12:56.158,2023-04-05T07:55:34.747
618,AML Investigator-000001,AML check,2023-04-05T07:53:56.667,2023-04-05T07:57:56.156
624,Clerk-000006,Check application form completeness,2023-04-05T08:00:00.000,2023-04-05T08:01:02.258
624,Appraiser-000001,Appraise property,2023-04-05T08:01:02.258,2023-04-05T08:06:03.416
623,Clerk-000001,Check application form completeness,2023-04-05T07:30:00.000,2023-04-05T08:08:52.843
623,Appraiser-000002,Appraise property,2023-04-05T08:08:52.843,2023-04-05T08:09:34.468
619,AML Investigator-000002,AML check,2023-04-05T07:55:34.747,2023-04-05T08:12:09.851
616,Loan Officer-000003,Assess loan risk,2023-04-05T07:53:56.667,2023-04-05T08:13:56.667
617,Loan Officer-000002,Assess loan risk,2023-04-05T07:55:34.747,2023-04-05T08:15:34.747
617,Loan Officer-000004,Design loan offer,2023-04-05T08:15:34.747,2023-04-05T08:16:40.879
620,AML Investigator-000001,AML check,2023-04-05T07:57:56.156,2023-04-05T08:17:01.070
618,Loan Officer-000001,Assess loan risk,2023-04-05T07:57:56.156,2023-04-05T08:17:56.156
623,Clerk-000008,Check credit history,2023-04-05T08:08:52.843,2023-04-05T08:22:56.311
618,Loan Officer-000003,Design loan offer,2023-04-05T08:17:56.156,2023-04-05T08:23:03.622
616,Clerk-000007,Reject application,2023-04-05T08:13:56.667,2023-04-05T08:23:56.667
625,Clerk-000004,Check application form completeness,2023-04-05T08:30:00.000,2023-04-05T08:36:34.366
617,Senior Officer-000002,Approve loan offer,2023-04-05T08:16:40.879,2023-04-05T08:36:40.879
621,AML Investigator-000002,AML check,2023-04-05T08:12:09.851,2023-04-05T08:39:17.453
617,Clerk-000001,Cancel application,2023-04-05T08:36:40.879,2023-04-05T08:41:40.879
618,Senior Officer-000001,Approve loan offer,2023-04-05T08:23:03.622,2023-04-05T08:43:03.622
624,Clerk-000005,Check credit history,2023-04-05T08:01:02.258,2023-04-05T08:45:29.411
618,Clerk-000008,Cancel application,2023-04-05T08:43:03.622,2023-04-05T08:48:03.622
621,Loan Officer-000002,Assess loan risk,2023-04-05T08:39:17.453,2023-04-05T08:59:17.453
625,Appraiser-000001,Appraise property,2023-04-05T08:36:34.366,2023-04-05T09:02:07.402
621,Loan Officer-000004,Design loan offer,2023-04-05T08:59:17.453,2023-04-05T09:03:41.483
619,Clerk-000002,Check credit history,2023-04-04T13:53:43.286,2023-04-05T09:11:29.272
620,Clerk-000003,Check credit history,2023-04-04T14:20:18.650,2023-04-05T09:18:29.805
621,Senior Officer-000002,Approve loan offer,2023-04-05T09:03:41.483,2023-04-05T09:23:41.483
621,Clerk-000004,Approve application,2023-04-05T09:23:41.483,2023-04-05T09:28:41.483
622,AML Investigator-000001,AML check,2023-04-05T08:17:01.070,2023-04-05T09:30:28.498
626,Clerk-000007,Check application form completeness,2023-04-05T09:00:00.000,2023-04-05T09:30:47.564
619,Loan Officer-000001,Assess loan risk,2023-04-05T09:11:29.272,2023-04-05T09:31:29.272
623,AML Investigator-000002,AML check,2023-04-05T08:39:17.453,2023-04-05T09:35:35.496
619,Loan Officer-000004,Design loan offer,2023-04-05T09:31:29.272,2023-04-05T09:37:35.199
620,Loan Officer-000003,Assess loan risk,2023-04-05T09:18:29.805,2023-04-05T09:38:29.805
625,AML Investigator-000002,AML check,2023-04-05T09:35:35.496,2023-04-05T09:38:52.504
620,Loan Officer-000004,Design loan offer,2023-04-05T09:38:29.805,2023-04-05T09:49:44.132
626,Appraiser-000002,Appraise property,2023-04-05T09:30:47.564,2023-04-05T09:49:59.108
622,Loan Officer-000002,Assess loan risk,2023-04-05T09:30:28.498,2023-04-05T09:50:28.498
623,Loan Officer-000001,Assess loan risk,2023-04-05T09:35:35.496,2023-04-05T09:55:35.496
619,Senior Officer-000001,Approve loan offer,2023-04-05T09:37:35.199,2023-04-05T09:57:35.199
626,AML Investigator-000002,AML check,2023-04-05T09:38:52.504,2023-04-05T09:59:02.010
622,Clerk-000008,Reject application,2023-04-05T09:50:28.498,2023-04-05T10:00:28.498
619,Clerk-000002,Cancel application,2023-04-05T09:57:35.199,2023-04-05T10:02:35.199
620,Senior Officer-000002,Approve loan offer,2023-04-05T09:49:44.132,2023-04-05T10:09:44.132
628,Clerk-000003,Check application form completeness,2023-04-05T10:00:00.000,2023-04-05T10:10:05.641
625,Clerk-000006,Check credit history,2023-04-05T08:36:34.366,2023-04-05T10:10:06.389
620,Clerk-000004,Cancel application,2023-04-05T10:09:44.132,2023-04-05T10:14:44.132
623,Loan Officer-000003,Design loan offer,2023-04-05T09:55:35.496,2023-04-05T10:15:09.965
627,Clerk-000001,Check application form completeness,2023-04-05T09:30:00.000,2023-04-05T10:20:01.775
624,AML Investigator-000001,AML check,2023-04-05T09:30:28.498,2023-04-05T10:20:56.944
628,AML Investigator-000002,AML check,2023-04-05T10:10:05.641,2023-04-05T10:22:27.248
627,Appraiser-000002,Appraise property,2023-04-05T10:20:01.775,2023-04-05T10:24:33.508
625,Loan Officer-000004,Assess loan risk,2023-04-05T10:10:06.389,2023-04-05T10:30:06.389
623,Senior Officer-000001,Approve loan offer,2023-04-05T10:15:09.965,2023-04-05T10:35:09.965
628,Clerk-000007,Check credit history,2023-04-05T10:10:05.641,2023-04-05T10:35:54.156
625,Loan Officer-000001,Design loan offer,2023-04-05T10:30:06.389,2023-04-05T10:39:50.935
623,Clerk-000003,Cancel application,2023-04-05T10:35:09.965,2023-04-05T10:40:09.965
624,Loan Officer-000002,Assess loan risk,2023-04-05T10:20:56.944,2023-04-05T10:40:56.944
629,Clerk-000002,Check application form completeness,2023-04-05T10:30:00.000,2023-04-05T10:43:28.109
629,AML Investigator-000002,AML check,2023-04-05T10:43:28.109,2023-04-05T10:44:14.775
628,Appraiser-000001,Appraise property,2023-04-05T10:10:05.641,2023-04-05T10:44:49.214
624,Loan Officer-000003,Design loan offer,2023-04-05T10:40:56.944,2023-04-05T10:46:35.721
627,Clerk-000008,Check credit history,2023-04-05T10:20:01.775,2023-04-05T10:54:03.859
627,AML Investigator-000001,AML check,2023-04-05T10:20:56.944,2023-04-05T10:57:21.824
625,Senior Officer-000002,Approve loan offer,2023-04-05T10:39:50.935,2023-04-05T10:59:50.935
628,Loan Officer-000004,Assess loan risk,2023-04-05T10:44:49.214,2023-04-05T11:04:49.214
625,Clerk-000004,Cancel application,2023-04-05T10:59:50.935,2023-04-05T11:04:50.935
624,Senior Officer-000001,Approve loan offer,2023-04-05T10:46:35.721,2023-04-05T11:06:35.721
626,Clerk-000005,Check credit history,2023-04-05T09:30:47.564,2023-04-05T11:09:38.144
624,Clerk-000003,Cancel application,2023-04-05T11:06:35.721,2023-04-05T11:11:35.721
628,Clerk-000007,Reject application,2023-04-05T11:04:49.214,2023-04-05T11:14:49.214
627,Loan Officer-000001,Assess loan risk,2023-04-05T10:57:21.824,2023-04-05T11:17:21.824
627,Clerk-000002,Reject application,2023-04-05T11:17:21.824,2023-04-05T11:27:21.824
629,Appraiser-000002,Appraise property,2023-04-05T10:43:28.109,2023-04-05T11:27:35.582
626,Loan Officer-000002,Assess loan risk,2023-04-05T11:09:38.144,2023-04-05T11:29:38.144
626,Loan Officer-000003,Design loan offer,2023-04-05T11:29:38.144,2023-04-05T11:30:44.805
630,Clerk-000001,Check application form completeness,2023-04-05T11:00:00.000,2023-04-05T11:30:59.460
630,Appraiser-000001,Appraise property,2023-04-05T11:30:59.460,2023-04-05T11:31:36.772
631,Clerk-000008,Check application form completeness,2023-04-05T11:30:00.000,2023-04-05T11:32:24.006
631,Clerk-000005,Return application back to applicant,2023-04-05T11:32:24.006,2023-04-05T11:37:24.006
630,AML Investigator-000002,AML check,2023-04-05T11:30:59.460,2023-04-05T11:45:44.117
626,Senior Officer-000002,Approve loan offer,2023-04-05T11:30:44.805,2023-04-05T11:50:44.805
630,Clerk-000004,Check credit history,2023-04-05T11:30:59.460,2023-04-05T11:54:21.387
626,Clerk-000003,Cancel application,2023-04-05T11:50:44.805,2023-04-05T11:55:44.805
630,Loan Officer-000004,Assess loan risk,2023-04-05T11:54:21.387,2023-04-05T12:14:21.387
630,Loan Officer-000001,Design loan offer,2023-04-05T12:14:21.387,2023-04-05T12:18:26.374
632,Clerk-000007,Check application form completeness,2023-04-05T12:00:00.000,2023-04-05T12:29:47.653
632,Clerk-000002,Return application back to applicant,2023-04-05T12:29:47.653,2023-04-05T12:34:47.653
631,Applicant-000001,Applicant completes form,2023-04-05T11:37:24.006,2023-04-05T12:37:24.006
630,Senior Officer-000001,Approve loan offer,2023-04-05T12:18:26.374,2023-04-05T12:38:26.374
629,Clerk-000006,Check credit history,2023-04-05T10:43:28.109,2023-04-05T12:38:50.237
630,Clerk-000005,Cancel application,2023-04-05T12:38:26.374,2023-04-05T12:43:26.374
633,Clerk-000001,Check application form completeness,2023-04-05T12:30:00.000,2023-04-05T12:50:29.399
633,Clerk-000004,Check credit history,2023-04-05T12:50:29.399,2023-04-05T12:54:59.466
629,Loan Officer-000002,Assess loan risk,2023-04-05T12:38:50.237,2023-04-05T12:58:50.237
634,Clerk-000007,Check application form completeness,2023-04-05T13:00:00.000,2023-04-05T13:02:40.731
631,Clerk-000008,Check application form completeness,2023-04-05T12:37:24.006,2023-04-05T13:04:33.136
629,Clerk-000003,Reject application,2023-04-05T12:58:50.237,2023-04-05T13:08:50.237
634,Clerk-000002,Check credit history,2023-04-05T13:02:40.731,2023-04-05T13:10:01.154
631,Clerk-000006,Check credit history,2023-04-05T13:04:33.136,2023-04-05T13:10:34.766
633,AML Investigator-000001,AML check,2023-04-05T12:50:29.399,2023-04-05T13:20:23.122
633,Appraiser-000002,Appraise property,2023-04-05T12:50:29.399,2023-04-05T13:28:18.859
632,Applicant-000001,Applicant completes form,2023-04-05T12:37:24.006,2023-04-05T13:37:24.006
635,Clerk-000005,Check application form completeness,2023-04-05T13:30:00.000,2023-04-05T13:39:22.548
633,Loan Officer-000003,Assess loan risk,2023-04-05T13:28:18.859,2023-04-05T13:48:18.859
631,Appraiser-000002,Appraise property,2023-04-05T13:28:18.859,2023-04-05T13:49:48.604
635,Appraiser-000002,Appraise property,2023-04-05T13:49:48.604,2023-04-05T13:50:26.482
632,Clerk-000001,Check application form completeness,2023-04-05T13:37:24.006,2023-04-05T13:59:58.179
633,Loan Officer-000004,Design loan offer,2023-04-05T13:48:18.859,2023-04-05T14:06:56.570
635,Clerk-000004,Check credit history,2023-04-05T13:39:22.548,2023-04-05T14:11:02.576
632,Appraiser-000002,Appraise property,2023-04-05T13:59:58.179,2023-04-05T14:12:28.873
631,AML Investigator-000001,AML check,2023-04-05T13:20:23.122,2023-04-05T14:23:18.937
636,Clerk-000008,Check application form completeness,2023-04-05T14:00:00.000,2023-04-05T14:23:37.793
633,Senior Officer-000002,Approve loan offer,2023-04-05T14:06:56.570,2023-04-05T14:26:56.570
633,Clerk-000002,Cancel application,2023-04-05T14:26:56.570,2023-04-05T14:31:56.570
636,Clerk-000003,Check credit history,2023-04-05T14:23:37.793,2023-04-05T14:33:48.616
634,AML Investigator-000002,AML check,2023-04-05T13:02:40.731,2023-04-05T14:34:23.449
637,Clerk-000006,Check application form completeness,2023-04-05T14:30:00.000,2023-04-05T14:34:41.223
631,Loan Officer-000001,Assess loan risk,2023-04-05T14:23:18.937,2023-04-05T14:43:18.937
634,Appraiser-000001,Appraise property,2023-04-05T13:02:40.731,2023-04-05T14:45:27.160
632,AML Investigator-000001,AML check,2023-04-05T14:23:18.937,2023-04-05T14:46:06.069
636,Appraiser-000002,Appraise property,2023-04-05T14:23:37.793,2023-04-05T14:46:06.872
636,AML Investigator-000001,AML check,2023-04-05T14:46:06.069,2023-04-05T14:49:26.028
632,Clerk-000007,Check credit history,2023-04-05T13:59:58.179,2023-04-05T14:50:28.558
631,Clerk-000001,Reject application,2023-04-05T14:43:18.937,2023-04-05T14:53:18.937
638,Clerk-000004,Check application form completeness,2023-04-05T15:00:00.000,2023-04-06T07:00:44.390
637,Appraiser-000001,Appraise property,2023-04-05T14:45:27.160,2023-04-06T07:05:00.365
634,Loan Officer-000002,Assess loan risk,2023-04-05T14:45:27.160,2023-04-06T07:05:27.160
638,Clerk-000008,Check credit history,2023-04-06T07:00:44.390,2023-04-06T07:05:52.207
636,Loan Officer-000003,Assess loan risk,2023-04-05T14:49:26.028,2023-04-06T07:09:26.028
636,Loan Officer-000001,Design loan offer,2023-04-06T07:09:26.028,2023-04-06T07:10:09.795
632,Loan Officer-000004,Assess loan risk,2023-04-05T14:50:28.558,2023-04-06T07:10:28.558
632,Loan Officer-000002,Design loan offer,2023-04-06T07:10:28.558,2023-04-06T07:10:50.754
634,Clerk-000002,Reject application,2023-04-06T07:05:27.160,2023-04-06T07:15:27.160
636,Senior Officer-000001,Approve loan offer,2023-04-06T07:10:09.795,2023-04-06T07:30:09.795
632,Senior Officer-000002,Approve loan offer,2023-04-06T07:10:50.754,2023-04-06T07:30:50.754
639,Clerk-000003,Check application form completeness,2023-04-06T07:30:00.000,2023-04-06T07:31:13.442
639,Clerk-000001,Check credit history,2023-04-06T07:31:13.442,2023-04-06T07:31:29.695
636,Clerk-000006,Approve application,2023-04-06T07:30:09.795,2023-04-06T07:35:09.795
632,Clerk-000007,Cancel application,2023-04-06T07:30:50.754,2023-04-06T07:35:50.754
638,Appraiser-000002,Appraise property,2023-04-06T07:00:44.390,2023-04-06T07:55:33.868
639,Appraiser-000001,Appraise property,2023-04-06T07:31:13.442,2023-04-06T07:57:42.267
637,Clerk-000005,Check credit history,2023-04-05T14:34:41.223,2023-04-06T08:02:07.254
640,Clerk-000004,Check application form completeness,2023-04-06T08:00:00.000,2023-04-06T08:10:12.727
637,AML Investigator-000001,AML check,2023-04-05T14:49:26.028,2023-04-06T08:15:51.427
640,Appraiser-000002,Appraise property,2023-04-06T08:10:12.727,2023-04-06T08:22:16.096
635,AML Investigator-000002,AML check,2023-04-05T14:34:23.449,2023-04-06T08:28:06.139
641,Clerk-000002,Check application form completeness,2023-04-06T08:30:00.000,2023-04-06T08:32:58.096
637,Loan Officer-000003,Assess loan risk,2023-04-06T08:15:51.427,2023-04-06T08:35:51.427
641,Clerk-000003,Return application back to applicant,2023-04-06T08:32:58.096,2023-04-06T08:37:58.096
638,AML Investigator-000001,AML check,2023-04-06T08:15:51.427,2023-04-06T08:39:30.272
637,Clerk-000001,Reject application,2023-04-06T08:35:51.427,2023-04-06T08:45:51.427
635,Loan Officer-000001,Assess loan risk,2023-04-06T08:28:06.139,2023-04-06T08:48:06.139
640,AML Investigator-000001,AML check,2023-04-06T08:39:30.272,2023-04-06T08:54:04.108
640,Clerk-000008,Check credit history,2023-04-06T08:10:12.727,2023-04-06T08:58:48.325
638,Loan Officer-000004,Assess loan risk,2023-04-06T08:39:30.272,2023-04-06T08:59:30.272
635,Loan Officer-000002,Design loan offer,2023-04-06T08:48:06.139,2023-04-06T09:02:36.138
639,AML Investigator-000002,AML check,2023-04-06T08:28:06.139,2023-04-06T09:03:15.016
638,Clerk-000006,Reject application,2023-04-06T08:59:30.272,2023-04-06T09:09:30.272
640,Loan Officer-000003,Assess loan risk,2023-04-06T08:58:48.325,2023-04-06T09:18:48.325
635,Senior Officer-000001,Approve loan offer,2023-04-06T09:02:36.138,2023-04-06T09:22:36.138
642,Clerk-000007,Check application form completeness,2023-04-06T09:00:00.000,2023-04-06T09:23:12.450
639,Loan Officer-000001,Assess loan risk,2023-04-06T09:03:15.016,2023-04-06T09:23:15.016
642,Appraiser-000001,Appraise property,2023-04-06T09:23:12.450,2023-04-06T09:26:04.304
635,Clerk-000005,Cancel application,2023-04-06T09:22:36.138,2023-04-06T09:27:36.138
642,AML Investigator-000001,AML check,2023-04-06T09:23:12.450,2023-04-06T09:29:55.838
639,Loan Officer-000002,Design loan offer,2023-04-06T09:23:15.016,2023-04-06T09:33:20.681
640,Loan Officer-000004,Design loan offer,2023-04-06T09:18:48.325,2023-04-06T09:36:17.448
641,Applicant-000001,Applicant completes form,2023-04-06T08:37:58.096,2023-04-06T09:37:58.096
639,Senior Officer-000002,Approve loan offer,2023-04-06T09:33:20.681,2023-04-06T09:53:20.681
640,Senior Officer-000001,Approve loan offer,2023-04-06T09:36:17.448,2023-04-06T09:56:17.448
639,Clerk-000001,Cancel application,2023-04-06T09:53:20.681,2023-04-06T09:58:20.681
643,Clerk-000002,Check application form completeness,2023-04-06T09:30:00.000,2023-04-06T09:58:41.304
642,Clerk-000004,Check credit history,2023-04-06T09:23:12.450,2023-04-06T09:58:46.047
640,Clerk-000008,Approve application,2023-04-06T09:56:17.448,2023-04-06T10:01:17.448
643,Appraiser-000002,Appraise property,2023-04-06T09:58:41.304,2023-04-06T10:05:47.659
643,AML Investigator-000002,AML check,2023-04-06T09:58:41.304,2023-04-06T10:06:03.733
644,Clerk-000007,Check application form completeness,2023-04-06T10:00:00.000,2023-04-06T10:10:08.941
641,Clerk-000003,Check application form completeness,2023-04-06T09:37:58.096,2023-04-06T10:14:25.179
642,Loan Officer-000003,Assess loan risk,2023-04-06T09:58:46.047,2023-04-06T10:18:46.047
642,Loan Officer-000001,Design loan offer,2023-04-06T10:18:46.047,2023-04-06T10:30:48.586
644,Appraiser-000001,Appraise property,2023-04-06T10:10:08.941,2023-04-06T10:30:51.046
641,Clerk-000001,Check credit history,2023-04-06T10:14:25.179,2023-04-06T10:38:35.291
644,AML Investigator-000001,AML check,2023-04-06T10:10:08.941,2023-04-06T10:45:13.512
645,Clerk-000002,Check application form completeness,2023-04-06T10:30:00.000,2023-04-06T10:46:26.801
645,Appraiser-000001,Appraise property,2023-04-06T10:46:26.801,2023-04-06T10:48:14.508
643,Clerk-000006,Check credit history,2023-04-06T09:58:41.304,2023-04-06T10:50:48.180
642,Senior Officer-000002,Approve loan offer,2023-04-06T10:30:48.586,2023-04-06T10:50:48.586
645,AML Investigator-000001,AML check,2023-04-06T10:46:26.801,2023-04-06T10:53:40.957
641,Appraiser-000002,Appraise property,2023-04-06T10:14:25.179,2023-04-06T10:54:35.081
644,Clerk-000005,Check credit history,2023-04-06T10:10:08.941,2023-04-06T10:55:10.153
642,Clerk-000008,Cancel application,2023-04-06T10:50:48.586,2023-04-06T10:55:48.586
643,Loan Officer-000002,Assess loan risk,2023-04-06T10:50:48.180,2023-04-06T11:10:48.180
643,Loan Officer-000003,Design loan offer,2023-04-06T11:10:48.180,2023-04-06T11:11:37.597
644,Loan Officer-000004,Assess loan risk,2023-04-06T10:55:10.153,2023-04-06T11:15:10.153
644,Clerk-000003,Reject application,2023-04-06T11:15:10.153,2023-04-06T11:25:10.153
641,AML Investigator-000002,AML check,2023-04-06T10:14:25.179,2023-04-06T11:28:45.172
643,Senior Officer-000001,Approve loan offer,2023-04-06T11:11:37.597,2023-04-06T11:31:37.597
643,Clerk-000002,Cancel application,2023-04-06T11:31:37.597,2023-04-06T11:36:37.597
641,Loan Officer-000001,Assess loan risk,2023-04-06T11:28:45.172,2023-04-06T11:48:45.172
646,Clerk-000007,Check application form completeness,2023-04-06T11:00:00.000,2023-04-06T11:49:13.435
646,AML Investigator-000001,AML check,2023-04-06T11:49:13.435,2023-04-06T11:55:13.923
645,Clerk-000004,Check credit history,2023-04-06T10:46:26.801,2023-04-06T12:01:09.186
641,Loan Officer-000002,Design loan offer,2023-04-06T11:48:45.172,2023-04-06T12:01:26.774
645,Loan Officer-000003,Assess loan risk,2023-04-06T12:01:09.186,2023-04-06T12:21:09.186
641,Senior Officer-000002,Approve loan offer,2023-04-06T12:01:26.774,2023-04-06T12:21:26.774
646,Clerk-000006,Check credit history,2023-04-06T11:49:13.435,2023-04-06T12:21:33.828
645,Loan Officer-000004,Design loan offer,2023-04-06T12:21:09.186,2023-04-06T12:24:42.610
641,Clerk-000008,Cancel application,2023-04-06T12:21:26.774,2023-04-06T12:26:26.774
649,Clerk-000003,Check application form completeness,2023-04-06T12:30:00.000,2023-04-06T12:32:26.487
648,Clerk-000005,Check application form completeness,2023-04-06T12:00:00.000,2023-04-06T12:32:52.590
649,Appraiser-000002,Appraise property,2023-04-06T12:32:26.487,2023-04-06T12:33:59.563
647,Clerk-000001,Check application form completeness,2023-04-06T11:30:00.000,2023-04-06T12:35:05.216
648,Appraiser-000002,Appraise property,2023-04-06T12:33:59.563,2023-04-06T12:37:23.603
646,Appraiser-000001,Appraise property,2023-04-06T11:49:13.435,2023-04-06T12:42:01.468
645,Senior Officer-000001,Approve loan offer,2023-04-06T12:24:42.610,2023-04-06T12:44:42.610
648,AML Investigator-000001,AML check,2023-04-06T12:32:52.590,2023-04-06T12:45:46.323
647,Clerk-000004,Check credit history,2023-04-06T12:35:05.216,2023-04-06T12:48:57.838
645,Clerk-000006,Cancel application,2023-04-06T12:44:42.610,2023-04-06T12:49:42.610
646,Loan Officer-000001,Assess loan risk,2023-04-06T12:42:01.468,2023-04-06T13:02:01.468
646,Loan Officer-000002,Design loan offer,2023-04-06T13:02:01.468,2023-04-06T13:02:04.673
650,Clerk-000008,Check application form completeness,2023-04-06T13:00:00.000,2023-04-06T13:05:26.607
650,Appraiser-000001,Appraise property,2023-04-06T13:05:26.607,2023-04-06T13:13:25.397
650,Clerk-000003,Check credit history,2023-04-06T13:05:26.607,2023-04-06T13:20:26.920
649,Clerk-000002,Check credit history,2023-04-06T12:32:26.487,2023-04-06T13:20:39.469
646,Senior Officer-000002,Approve loan offer,2023-04-06T13:02:04.673,2023-04-06T13:22:04.673
648,Clerk-000007,Check credit history,2023-04-06T12:32:52.590,2023-04-06T13:24:10.284
646,Clerk-000005,Cancel application,2023-04-06T13:22:04.673,2023-04-06T13:27:04.673
